entity,filename,line,total_graph_function_loc,function_nodes_in_graph,dependency_closure_size
WindowCodeArg#sqlite3.c#78729,sqlite3.c,78729,0,0,138
YYMINORTYPE#sqlite3.c#79668,sqlite3.c,79668,0,0,140
yyStackEntry#sqlite3.c#79709,sqlite3.c,79709,0,0,141
yyParser#sqlite3.c#79717,sqlite3.c,79717,0,0,142
ZipfileBuffer#shell.c#13004,shell.c,13004,0,0,2
ZipfileCDS#shell.c#11741,shell.c,11741,0,0,3
ZipfileEntry#shell.c#11778,shell.c,11778,0,0,8
ZipfileEOCD#shell.c#11730,shell.c,11730,4,1,8
ZipfileCsr#shell.c#11789,shell.c,11789,4,1,143
ZipfileCtx#shell.c#13012,shell.c,13012,0,0,3
zipfileGetU32#shell.c#11996,shell.c,11996,4,1,3
zipfileGetU16#shell.c#11992,shell.c,11992,3,1,3
ZipfileLFH#shell.c#11763,shell.c,11763,3,1,5
ZipfileTab#shell.c#11804,shell.c,11804,4,1,144
__int8_t#types.h#16,types.h,16,0,0,1
__int_least8_t#types.h#32,types.h,32,0,0,2
__uint8_t#types.h#18,types.h,18,0,0,1
__uint_least8_t#types.h#34,types.h,34,0,0,2
__int16_t#types.h#20,types.h,20,0,0,1
__int_least16_t#types.h#36,types.h,36,0,0,2
__uint16_t#types.h#22,types.h,22,0,0,1
__uint_least16_t#types.h#38,types.h,38,0,0,2
__int32_t#types.h#24,types.h,24,0,0,1
__int_least32_t#types.h#40,types.h,40,0,0,2
__uint32_t#types.h#26,types.h,26,0,0,1
__uint_least32_t#types.h#42,types.h,42,0,0,2
__int64_t#types.h#28,types.h,28,0,0,1
__int_least64_t#types.h#44,types.h,44,0,0,2
__uint64_t#types.h#30,types.h,30,0,0,1
__uint_least64_t#types.h#46,types.h,46,0,0,2
__off64_t#types.h#72,types.h,72,0,0,1
__loff_t#types.h#124,types.h,124,0,0,2
__clock_t#types.h#78,types.h,78,0,0,1
clock_t#clock_t.h#721,clock_t.h,721,0,0,2
__clockid_t#types.h#98,types.h,98,0,0,1
clockid_t#clockid_t.h#723,clockid_t.h,723,0,0,2
__timer_t#types.h#100,types.h,100,0,0,1
timer_t#timer_t.h#727,timer_t.h,727,0,0,2
u_int8_t#types.h#743,types.h,743,0,0,2
u_int16_t#types.h#745,types.h,745,0,0,2
u_int32_t#types.h#747,types.h,747,0,0,2
u_int64_t#types.h#749,types.h,749,0,0,2
__sigset_t#__sigset_t.h#777,__sigset_t.h,777,0,0,1
sigset_t#sigset_t.h#781,sigset_t.h,781,0,0,2
suseconds_t#select.h#793,select.h,793,0,0,2
__blksize_t#types.h#102,types.h,102,0,0,1
blksize_t#types.h#807,types.h,807,0,0,2
__blkcnt_t#types.h#104,types.h,104,0,0,1
blkcnt_t#types.h#809,types.h,809,0,0,2
__fsblkcnt_t#types.h#108,types.h,108,0,0,1
fsblkcnt_t#types.h#811,types.h,811,0,0,2
__fsfilcnt_t#types.h#112,types.h,112,0,0,1
fsfilcnt_t#types.h#813,types.h,813,0,0,2
pthread_attr_t#pthreadtypes.h#892,pthreadtypes.h,892,0,0,1
pthread_attr_t#pthreadtypes.h#897,pthreadtypes.h,897,0,0,2
MemChunk#lemon.c#1381,lemon.c,1381,0,0,1
MemChunk#lemon.c#1379,lemon.c,1379,0,0,2
acttab#lemon.c#1867,lemon.c,1867,0,0,3
memChunkList#lemon.c#1386,lemon.c,1386,0,0,2
freelist#lemon.c#2343,lemon.c,2343,0,0,12
current#lemon.c#2345,lemon.c,2345,0,0,12
currentend#lemon.c#2347,lemon.c,2347,0,0,12
basis#lemon.c#2349,lemon.c,2349,0,0,12
basisend#lemon.c#2351,lemon.c,2351,0,0,12
op#lemon.c#2810,lemon.c,2810,0,0,3
errstream#lemon.c#2812,lemon.c,2812,0,0,2
plink_freelist#lemon.c#3805,lemon.c,3805,0,0,12
x1a#lemon.c#5466,lemon.c,5466,0,0,3
x2a#lemon.c#5591,lemon.c,5591,0,0,8
x3a#lemon.c#5750,lemon.c,5750,0,0,14
x4a#lemon.c#5863,lemon.c,5863,0,0,14
locale_t#locale_t.h#467,locale_t.h,467,0,0,1
strcoll_l#string.h#469,string.h,469,0,0,2
strxfrm_l#string.h#471,string.h,471,0,0,2
random_data#stdlib.h#942,stdlib.h,942,0,0,1
random_r#stdlib.h#952,stdlib.h,952,0,0,2
srandom_r#stdlib.h#954,stdlib.h,954,0,0,2
initstate_r#stdlib.h#956,stdlib.h,956,0,0,2
setstate_r#stdlib.h#958,stdlib.h,958,0,0,2
drand48_data#stdlib.h#984,stdlib.h,984,0,0,1
drand48_r#stdlib.h#992,stdlib.h,992,0,0,2
erand48_r#stdlib.h#994,stdlib.h,994,0,0,2
lrand48_r#stdlib.h#996,stdlib.h,996,0,0,2
nrand48_r#stdlib.h#998,stdlib.h,998,0,0,2
mrand48_r#stdlib.h#1000,stdlib.h,1000,0,0,2
jrand48_r#stdlib.h#1002,stdlib.h,1002,0,0,2
srand48_r#stdlib.h#1004,stdlib.h,1004,0,0,2
seed48_r#stdlib.h#1006,stdlib.h,1006,0,0,2
lcong48_r#stdlib.h#1008,stdlib.h,1008,0,0,2
arc4random#stdlib.h#1010,stdlib.h,1010,0,0,2
arc4random_uniform#stdlib.h#1014,stdlib.h,1014,0,0,2
malloc#stdlib.h#1016,stdlib.h,1016,0,0,2
free#stdlib.h#1022,stdlib.h,1022,0,0,3
exit#stdlib.h#1044,stdlib.h,1044,0,0,13
__pid_t#types.h#74,types.h,74,0,0,1
getpid#unistd.h#1225,unistd.h,1225,0,0,2
getppid#unistd.h#1227,unistd.h,1227,0,0,2
getpgrp#unistd.h#1229,unistd.h,1229,0,0,2
__getpgid#unistd.h#1231,unistd.h,1231,0,0,2
getpgid#unistd.h#1233,unistd.h,1233,0,0,2
setpgid#unistd.h#1235,unistd.h,1235,0,0,2
memory_error#lemon.c#2517,lemon.c,2517,4,1,14
Configcmp#lemon.c#5698,lemon.c,5698,8,1,14
merge#lemon.c#2754,lemon.c,2754,31,1,2
actioncmp#lemon.c#1827,lemon.c,1827,14,1,12
msort#lemon.c#2786,lemon.c,2786,74,4,18
lemon_malloc#lemon.c#1388,lemon.c,1388,13,1,25
size#lemon.c#5393,lemon.c,5393,0,0,1
lemon_calloc#lemon.c#1402,lemon.c,1402,18,2,29
lemon_free#lemon.c#1408,lemon.c,1408,7,1,28
bDefineUsed#lemon.c#2528,lemon.c,2528,0,0,1
nDefine#lemon.c#2522,lemon.c,2522,0,0,1
azDefine#lemon.c#2526,lemon.c,2526,0,0,1
lemon_realloc#lemon.c#1416,lemon.c,1416,24,2,33
lemon_free_all#lemon.c#1428,lemon.c,1428,7,1,4
@275157230341245076237045230010261075161156304061#ctype.h#557,ctype.h,557,0,0,1
lemon_addtext#lemon.c#1436,lemon.c,1436,9,1,1
lemon_vsprintf#lemon.c#1446,lemon.c,1446,61,2,16
lemon_sprintf#lemon.c#1499,lemon.c,1499,69,3,19
outputDir#lemon.c#2569,lemon.c,2569,0,0,1
user_templatename#lemon.c#2580,lemon.c,2580,0,0,1
lemon_strcpy#lemon.c#1508,lemon.c,1508,3,1,3
lemon_strcat#lemon.c#1512,lemon.c,1512,7,2,4
Action_new#lemon.c#1808,lemon.c,1808,36,3,30
Action_sort#lemon.c#1842,lemon.c,1842,78,5,19
FindRulePrecedences#lemon.c#1998,lemon.c,1998,22,1,13
SetNew#lemon.c#5399,lemon.c,5399,30,4,31
SetAdd#lemon.c#5412,lemon.c,5412,7,1,13
SetUnion#lemon.c#5420,lemon.c,5420,12,1,13
FindFirstSets#lemon.c#2021,lemon.c,2021,100,7,34
Configlist_init#lemon.c#2362,lemon.c,2362,50,5,42
ErrorMsg#lemon.c#2508,lemon.c,2508,8,1,15
getstate#lemon.c#2113,lemon.c,2113,580,42,82
Configlist_addbasis#lemon.c#2402,lemon.c,2402,127,10,41
Symbol_find#lemon.c#5659,lemon.c,5659,17,2,18
FindStates#lemon.c#2075,lemon.c,2075,657,47,87
Plink_add#lemon.c#3825,lemon.c,3825,42,4,32
FindLinks#lemon.c#2190,lemon.c,2190,63,5,33
FindFollowSets#lemon.c#2212,lemon.c,2212,42,2,15
resolve_conflict#lemon.c#2300,lemon.c,2300,42,1,12
Action_add#lemon.c#1847,lemon.c,1847,50,4,31
FindActions#lemon.c#2245,lemon.c,2245,249,14,44
Configtable_init#lemon.c#5865,lemon.c,5865,42,4,37
Configtable_find#lemon.c#5929,lemon.c,5929,25,3,18
newconfig#lemon.c#2353,lemon.c,2353,21,3,30
Configtable_insert#lemon.c#5883,lemon.c,5883,76,5,34
Configlist_add#lemon.c#2380,lemon.c,2380,124,10,40
Configlist_closure#lemon.c#2427,lemon.c,2427,215,16,48
Configlist_sort#lemon.c#2468,lemon.c,2468,79,5,20
Configlist_sortbasis#lemon.c#2474,lemon.c,2474,79,5,21
Configlist_return#lemon.c#2480,lemon.c,2480,7,1,14
Configlist_basis#lemon.c#2488,lemon.c,2488,7,1,14
SetFree#lemon.c#5408,lemon.c,5408,10,2,29
deleteconfig#lemon.c#2357,lemon.c,2357,4,1,13
Configlist_eat#lemon.c#2496,lemon.c,2496,25,4,32
Configtable_clear#lemon.c#5942,lemon.c,5942,8,1,15
Configlist_reset#lemon.c#2371,lemon.c,2371,16,2,20
OptPrint#lemon.c#3000,lemon.c,3000,30,1,6
handleflags#lemon.c#2852,lemon.c,2852,50,2,9
a#sqlite3.c#12340,sqlite3.c,12340,0,0,1
g_argv#lemon.c#2808,lemon.c,2808,0,0,1
handleswitch#lemon.c#2883,lemon.c,2883,88,2,9
OptInit#lemon.c#2952,lemon.c,2952,170,5,26
OptNArgs#lemon.c#2975,lemon.c,2975,12,1,2
argindex#lemon.c#2835,lemon.c,2835,14,1,2
OptArg#lemon.c#2988,lemon.c,2988,19,2,3
errline#lemon.c#2814,lemon.c,2814,20,1,4
OptErr#lemon.c#2994,lemon.c,2994,39,3,6
preprocess_input#lemon.c#3607,lemon.c,3607,148,2,20
parseonetoken#lemon.c#3059,lemon.c,3059,763,18,55
Parse#sqlite3.c#2525,sqlite3.c,2525,0,0,137
Parse#lemon.c#3663,lemon.c,3663,1059,22,200
Plink_new#lemon.c#3807,lemon.c,3807,35,3,31
Plink_copy#lemon.c#3833,lemon.c,3833,9,1,12
Plink_delete#lemon.c#3843,lemon.c,3843,9,1,13
rule_print#lemon.c#3896,lemon.c,3896,16,1,7
Reprint#lemon.c#3913,lemon.c,3913,46,2,15
ConfigPrint#lemon.c#3963,lemon.c,3963,21,2,14
file_open#lemon.c#3883,lemon.c,3883,68,6,39
w#shell.c#4786,shell.c,4786,0,0,1
PrintAction#lemon.c#3967,lemon.c,3967,66,2,15
ReportOutput#lemon.c#4016,lemon.c,4016,311,14,52
emit_code#lemon.c#4500,lemon.c,4500,38,2,15
writeRuleText#lemon.c#4672,lemon.c,4672,16,1,7
compute_action#lemon.c#4144,lemon.c,4144,19,1,13
notnull#lemon.c#4689,lemon.c,4689,3,1,13
nDefineUsed#lemon.c#2524,lemon.c,2524,0,0,1
acttab_alloc#lemon.c#1888,lemon.c,1888,29,3,32
translate_code#lemon.c#4355,lemon.c,4355,381,16,52
tplt_print#lemon.c#4248,lemon.c,4248,28,2,15
acttab_action#lemon.c#1900,lemon.c,1900,48,3,34
axset_compare#lemon.c#4660,lemon.c,4660,11,1,14
tplt_skip_header#lemon.c#4184,lemon.c,4184,4,1,2
print_stack_union#lemon.c#4529,lemon.c,4529,126,5,42
acttab_free#lemon.c#1882,lemon.c,1882,12,2,29
file_makename#lemon.c#3853,lemon.c,3853,49,4,30
minimum_size_type#lemon.c#4628,lemon.c,4628,24,1,13
acttab_action_size#lemon.c#1992,lemon.c,1992,5,1,3
tplt_open#lemon.c#4189,lemon.c,4189,176,8,45
emit_destructor_code#lemon.c#4267,lemon.c,4267,46,2,15
tplt_xfer#lemon.c#4164,lemon.c,4164,19,1,15
acttab_insert#lemon.c#1925,lemon.c,1925,90,3,34
ReportTable#lemon.c#4693,lemon.c,4693,1467,41,85
ReportHeader#lemon.c#5231,lemon.c,5231,167,10,46
Symbol_new#lemon.c#5545,lemon.c,5545,302,16,53
CompressTables#lemon.c#5262,lemon.c,5262,461,22,61
stateResortCompare#lemon.c#5344,lemon.c,5344,14,1,13
ResortStates#lemon.c#5359,lemon.c,5359,66,3,16
SetSize#lemon.c#5395,lemon.c,5395,3,1,14
append_str#lemon.c#4314,lemon.c,4314,136,7,41
Strsafe_find#lemon.c#5532,lemon.c,5532,17,2,17
Strsafe_insert#lemon.c#5486,lemon.c,5486,68,4,32
Strsafe#lemon.c#5439,lemon.c,5439,220,13,49
Strsafe_init#lemon.c#5468,lemon.c,5468,42,4,37
strhash#lemon.c#5433,lemon.c,5433,5,1,14
Symbol_insert#lemon.c#5611,lemon.c,5611,70,4,32
Symbolcmpp#lemon.c#5569,lemon.c,5569,7,1,7
Symbol_init#lemon.c#5593,lemon.c,5593,42,4,37
Symbol_Nth#lemon.c#5672,lemon.c,5672,9,1,9
Symbol_count#lemon.c#5682,lemon.c,5682,3,1,9
Symbol_arrayof#lemon.c#5686,lemon.c,5686,29,3,31
State_new#lemon.c#5729,lemon.c,5729,28,4,31
State_init#lemon.c#5752,lemon.c,5752,42,4,37
statecmp#lemon.c#5707,lemon.c,5707,12,1,14
statehash#lemon.c#5720,lemon.c,5720,8,1,14
State_insert#lemon.c#5770,lemon.c,5770,93,6,40
State_find#lemon.c#5819,lemon.c,5819,32,3,18
State_arrayof#lemon.c#5832,lemon.c,5832,29,3,31
confighash#lemon.c#5844,lemon.c,5844,5,1,14
buildshifts#lemon.c#2156,lemon.c,2156,580,42,82
same_symbol#lemon.c#2144,lemon.c,2144,11,1,7
handle_D_option#lemon.c#2530,lemon.c,2530,51,4,37
handle_U_option#lemon.c#2555,lemon.c,2555,13,1,4
handle_d_option#lemon.c#2571,lemon.c,2571,24,3,29
handle_T_option#lemon.c#2582,lemon.c,2582,27,4,30
Rule_merge#lemon.c#2590,lemon.c,2590,21,1,6
Rule_sort#lemon.c#2612,lemon.c,2612,42,2,14
stats_line#lemon.c#2636,lemon.c,2636,4,1,13
showPrecedenceConflict#lemon.c#1375,lemon.c,1375,0,0,1
defineCmp#lemon.c#2641,lemon.c,2641,5,1,1
main#lemon.c#2647,lemon.c,2647,3225,126,322
emsg#lemon.c#2850,lemon.c,2850,0,0,1
eval_preprocessor_boolean#lemon.c#3513,lemon.c,3513,93,1,19
RulePrint#lemon.c#3944,lemon.c,3944,18,1,13
getenv#stdlib.h#1050,stdlib.h,1050,0,0,1
pathsearch#lemon.c#4106,lemon.c,4106,129,7,43
tplt_linedir#lemon.c#4237,lemon.c,4237,10,1,14
has_destructor#lemon.c#4304,lemon.c,4304,9,1,13
__fpos_t#__fpos_t.h#145,__fpos_t.h,145,0,0,3
__pthread_internal_list#thread-shared-types.h#823,thread-shared-types.h,823,0,0,1
__pthread_list_t#thread-shared-types.h#749,thread-shared-types.h,749,0,0,2
__pthread_internal_slist#thread-shared-types.h#828,thread-shared-types.h,828,0,0,1
__pthread_slist_t#thread-shared-types.h#753,thread-shared-types.h,753,0,0,2
Keyword#mkkeywordhash.c#1059,mkkeywordhash.c,1059,0,0,1
Keyword#mkkeywordhash.c#1057,mkkeywordhash.c,1057,0,0,2
aKeywordTable#mkkeywordhash.c#1076,mkkeywordhash.c,1076,0,0,2
nKeyword#mkkeywordhash.c#1079,mkkeywordhash.c,1079,0,0,3
keywordCompare1#mkkeywordhash.c#1081,mkkeywordhash.c,1081,10,1,3
keywordCompare2#mkkeywordhash.c#1092,mkkeywordhash.c,1092,10,1,3
keywordCompare3#mkkeywordhash.c#1103,mkkeywordhash.c,1103,8,1,3
findById#mkkeywordhash.c#1112,mkkeywordhash.c,1112,7,1,4
aKWHash#sqlite3.c#81309,sqlite3.c,81309,0,0,1
reorder#mkkeywordhash.c#1120,mkkeywordhash.c,1120,13,1,4
zKWText#sqlite3.c#81306,sqlite3.c,81306,0,0,1
zHdr#mkkeywordhash.c#1055,mkkeywordhash.c,1055,0,0,1
main#mkkeywordhash.c#1134,mkkeywordhash.c,1134,328,6,13
SHA3Context#mksourceid.c#1128,mksourceid.c,1128,0,0,3
SHA1Context#mksourceid.c#1475,mksourceid.c,1475,0,0,1
SHA1Context#mksourceid.c#1473,mksourceid.c,1473,0,0,2
KeccakF1600Step#mksourceid.c#1140,mksourceid.c,1140,254,1,3
SHA3Init#mksourceid.c#1395,mksourceid.c,1395,8,1,3
SHA3Update#mksourceid.c#1404,mksourceid.c,1404,275,2,4
SHA3Final#mksourceid.c#1426,mksourceid.c,1426,292,3,5
DigestToBase16#mksourceid.c#1444,mksourceid.c,1444,301,4,6
sha3sum_file#mksourceid.c#1454,mksourceid.c,1454,327,6,9
SHA1Transform#mksourceid.c#1481,mksourceid.c,1481,39,1,13
SHA1Init#mksourceid.c#1521,mksourceid.c,1521,8,1,2
SHA1Update#mksourceid.c#1530,mksourceid.c,1530,54,2,14
SHA1Final#mksourceid.c#1546,mksourceid.c,1546,67,3,15
sha1sum_file#mksourceid.c#1560,mksourceid.c,1560,396,9,24
usage#mksourceid.c#1581,mksourceid.c,1581,4,1,14
nextToken#mksourceid.c#1586,mksourceid.c,1586,6,1,2
main#mksourceid.c#1593,mksourceid.c,1593,511,14,32
sqlite_uint64#sqlite3.h#1760,sqlite3.h,1760,0,0,1
sqlite3_mutex#sqlite3.h#1804,sqlite3.h,1804,0,0,3
sqlite3_api_routines#sqlite3.h#1806,sqlite3.h,1806,0,0,141
sqlite3_mem_methods#sqlite3.h#1851,sqlite3.h,1851,0,0,2
sqlite3_index_info#sqlite3.h#2276,sqlite3.h,2276,0,0,6
sqlite3_module#sqlite3.h#2280,sqlite3.h,2280,0,0,137
sqlite3_mutex_methods#sqlite3.h#2387,sqlite3.h,2387,0,0,4
sqlite3_pcache_page#sqlite3.h#2455,sqlite3.h,2455,0,0,3
sqlite3_pcache_methods2#sqlite3.h#2462,sqlite3.h,2462,0,0,5
sqlite3_pcache_methods#sqlite3.h#2480,sqlite3.h,2480,0,0,3
sqlite3_backup#sqlite3.h#2496,sqlite3.h,2496,0,0,137
sqlite3_rtree_geometry#sqlite3.h#2578,sqlite3.h,2578,0,0,3
sqlite3_rtree_query_info#sqlite3.h#2580,sqlite3.h,2580,0,0,139
Fts5ExtensionApi#sqlite3.h#2615,sqlite3.h,2615,0,0,4
Fts5PhraseIter#sqlite3.h#2623,sqlite3.h,2623,0,0,1
Fts5PhraseIter#sqlite3.h#2619,sqlite3.h,2619,0,0,2
Fts5Context#sqlite3.h#2617,sqlite3.h,2617,0,0,1
fts5_extension_function#sqlite3.h#2621,sqlite3.h,2621,0,0,140
fts5_tokenizer_v2#sqlite3.h#2659,sqlite3.h,2659,0,0,1
fts5_tokenizer_v2#sqlite3.h#2657,sqlite3.h,2657,0,0,2
fts5_tokenizer#sqlite3.h#2668,sqlite3.h,2668,0,0,1
fts5_tokenizer#sqlite3.h#2666,sqlite3.h,2666,0,0,2
fts5_api#sqlite3.h#2676,sqlite3.h,2676,0,0,1
fts5_api#sqlite3.h#2674,sqlite3.h,2674,0,0,2
u64#shell.c#2687,shell.c,2687,0,0,4
sqlite3_qrf_spec#shell.c#4508,shell.c,4508,0,0,2
qrfEQPGraphRow#shell.c#4552,shell.c,4552,0,0,2
qrfEQPGraph#shell.c#4561,shell.c,4561,0,0,3
Qrf#shell.c#4570,shell.c,4570,0,0,144
qrfColData#shell.c#5507,shell.c,5507,0,0,145
Decimal#shell.c#7827,shell.c,7827,0,0,1
Decimal#shell.c#7825,shell.c,7825,0,0,2
series_cursor#shell.c#9055,shell.c,9055,0,0,140
ReInput#shell.c#9528,shell.c,9528,0,0,2
ReCompiled#shell.c#9536,shell.c,9536,0,0,3
fsdir_cursor#shell.c#10353,shell.c,10353,0,0,140
FsdirLevel#shell.c#10355,shell.c,10355,0,0,2
fsdir_tab#shell.c#10375,shell.c,10375,0,0,138
completion_vtab#shell.c#10807,shell.c,10807,0,0,138
completion_cursor#shell.c#10814,shell.c,10814,0,0,140
ApndVfs#shell.c#11102,shell.c,11102,0,0,4
ApndFile#shell.c#11104,shell.c,11104,0,0,14
ZipfileEOCD#shell.c#11728,shell.c,11728,4,1,9
ZipfileCDS#shell.c#11739,shell.c,11739,0,0,4
ZipfileLFH#shell.c#11761,shell.c,11761,3,1,6
ZipfileEntry#shell.c#11776,shell.c,11776,0,0,9
ZipfileCsr#shell.c#11787,shell.c,11787,4,1,144
ZipfileTab#shell.c#11802,shell.c,11802,4,1,145
ZipfileBuffer#shell.c#13002,shell.c,13002,0,0,3
ZipfileCtx#shell.c#13010,shell.c,13010,0,0,4
sqlite3expert#shell.c#13280,shell.c,13280,0,0,137
IdxColumn#shell.c#13296,shell.c,13296,0,0,2
IdxConstraint#shell.c#13298,shell.c,13298,0,0,2
IdxScan#shell.c#13300,shell.c,13300,0,0,8
IdxStatement#shell.c#13302,shell.c,13302,0,0,2
IdxTable#shell.c#13304,shell.c,13304,0,0,3
IdxWrite#shell.c#13306,shell.c,13306,0,0,4
IdxHashEntry#shell.c#13355,shell.c,13355,0,0,2
IdxHash#shell.c#13357,shell.c,13357,0,0,3
ExpertVtab#shell.c#13516,shell.c,13516,0,0,137
ExpertCsr#shell.c#13524,shell.c,13524,0,0,140
sqlite3_intck#shell.c#14833,shell.c,14833,0,0,139
vfstrace_info#shell.c#15342,shell.c,15342,0,0,7
vfstrace_file#shell.c#15354,shell.c,15354,0,0,14
DiskUsed#shell.c#16163,shell.c,16163,0,0,142
sqlite3_recover#shell.c#16718,shell.c,16718,0,0,145
DbdataTable#shell.c#16736,shell.c,16736,0,0,139
DbdataCursor#shell.c#16738,shell.c,16738,0,0,141
DbdataBuffer#shell.c#16740,shell.c,16740,0,0,5
RecoverTable#shell.c#17373,shell.c,17373,0,0,4
RecoverColumn#shell.c#17375,shell.c,17375,0,0,2
RecoverBitmap#shell.c#17395,shell.c,17395,0,0,6
RecoverStateW1#shell.c#17402,shell.c,17402,0,0,142
RecoverStateLAF#shell.c#17419,shell.c,17419,0,0,141
RecoverGlobal#shell.c#17463,shell.c,17463,0,0,147
ExpertInfo#shell.c#19056,shell.c,19056,0,0,138
ShellState#shell.c#19079,shell.c,19079,0,0,144
ModeInfo#shell.c#19158,shell.c,19158,0,0,1
ModeInfo#shell.c#19156,shell.c,19156,0,0,2
ShellText#shell.c#19704,shell.c,19704,0,0,5
ImportCtx#shell.c#22129,shell.c,22129,0,0,6
ArCommand#shell.c#23062,shell.c,23062,0,0,145
memtraceBase#shell.c#6792,shell.c,6792,0,0,2
memtraceOut#shell.c#6794,shell.c,6794,0,0,2
memtraceSize#shell.c#6823,shell.c,6823,3,1,3
memtraceMalloc#shell.c#6796,shell.c,6796,6,1,5
memtraceInit#shell.c#6831,shell.c,6831,3,1,3
memtraceShutdown#shell.c#6835,shell.c,6835,3,1,3
memtraceRoundup#shell.c#6827,shell.c,6827,3,1,3
memtraceRealloc#shell.c#6811,shell.c,6811,24,3,7
memtraceFree#shell.c#6803,shell.c,6803,7,1,5
ersaztMethods#shell.c#6839,shell.c,6839,36,7,12
pcacheBase#shell.c#6866,shell.c,6866,0,0,5
pcachetraceOut#shell.c#6868,shell.c,6868,0,0,2
pcachetraceInit#shell.c#6870,shell.c,6870,11,1,8
pcachetraceCreate#shell.c#6889,shell.c,6889,11,1,8
pcachetraceCachesize#shell.c#6901,shell.c,6901,6,1,8
pcachetraceFetch#shell.c#6920,shell.c,6920,11,1,8
pcachetraceUnpin#shell.c#6932,shell.c,6932,6,1,8
pcachetraceShrink#shell.c#6960,shell.c,6960,6,1,8
pcachetracePagecount#shell.c#6908,shell.c,6908,11,1,8
pcachetraceTruncate#shell.c#6946,shell.c,6946,6,1,8
pcachetraceDestroy#shell.c#6953,shell.c,6953,6,1,8
pcachetraceRekey#shell.c#6939,shell.c,6939,6,1,8
pcachetraceShutdown#shell.c#6882,shell.c,6882,6,1,8
ersaztPcacheMethods#shell.c#6967,shell.c,6967,86,11,19
b64DigitValues#shell.c#8547,shell.c,8547,0,0,2
b85_cOffset#shell.c#8699,shell.c,8699,0,0,2
seriesEof#shell.c#9157,shell.c,9157,4,1,140
seriesDisconnect#shell.c#9104,shell.c,9104,54,8,289
seriesColumn#shell.c#9138,shell.c,9138,95032,3421,4002
seriesConnect#shell.c#9087,shell.c,9087,95032,3421,4002
seriesOpen#shell.c#9109,shell.c,9109,95032,3421,4002
seriesClose#shell.c#9119,shell.c,9119,54,8,289
seriesFilter#shell.c#9182,shell.c,9182,95032,3421,4002
seriesNext#shell.c#9124,shell.c,9124,27,4,144
seriesBestIndex#shell.c#9381,shell.c,9381,95032,3421,4002
seriesRowid#shell.c#9151,shell.c,9151,5,1,140
seriesModule#shell.c#9507,shell.c,9507,95032,3421,4002
completionColumn#shell.c#10976,shell.c,10976,95032,3421,4002
completionRowid#shell.c#10999,shell.c,10999,5,1,140
completionConnect#shell.c#10830,shell.c,10830,95032,3421,4002
completionFilter#shell.c#11010,shell.c,11010,95032,3421,4002
completionEof#shell.c#11005,shell.c,11005,4,1,140
completionBestIndex#shell.c#11050,shell.c,11050,34,1,139
completionNext#shell.c#10877,shell.c,10877,95032,3421,4002
completionClose#shell.c#10871,shell.c,10871,95032,3421,4002
completionOpen#shell.c#10854,shell.c,10854,95032,3421,4002
completionDisconnect#shell.c#10849,shell.c,10849,54,8,289
completionModule#shell.c#11085,shell.c,11085,95032,3421,4002
apndDlSym#shell.c#11160,shell.c,11160,0,0,4
apndCurrentTimeInt64#shell.c#11448,shell.c,11448,3,1,6
apndGetSystemCall#shell.c#11456,shell.c,11456,3,1,4
apndDlOpen#shell.c#11416,shell.c,11416,3,1,4
apndDelete#shell.c#11404,shell.c,11404,3,1,4
apndDlClose#shell.c#11428,shell.c,11428,3,1,4
apndSetSystemCall#shell.c#11452,shell.c,11452,3,1,4
apndGetLastError#shell.c#11444,shell.c,11444,3,1,5
apndNextSystemCall#shell.c#11460,shell.c,11460,3,1,4
apndDlError#shell.c#11420,shell.c,11420,3,1,4
apndSleep#shell.c#11436,shell.c,11436,3,1,4
apndFullPathname#shell.c#11412,shell.c,11412,3,1,4
apndAccess#shell.c#11408,shell.c,11408,3,1,4
apndRandomness#shell.c#11432,shell.c,11432,3,1,4
apndOpen#shell.c#11362,shell.c,11362,95032,3421,4002
apndCurrentTime#shell.c#11440,shell.c,11440,3,1,4
apnd_vfs#shell.c#11180,shell.c,11180,95032,3421,4002
apndTruncate#shell.c#11229,shell.c,11229,23,2,17
apndSectorSize#shell.c#11274,shell.c,11274,4,1,14
apndCheckReservedLock#shell.c#11257,shell.c,11257,4,1,14
apndShmBarrier#shell.c#11294,shell.c,11294,4,1,14
apndClose#shell.c#11186,shell.c,11186,4,1,14
apndRead#shell.c#11191,shell.c,11191,5,1,14
apndShmLock#shell.c#11289,shell.c,11289,4,1,14
apndDeviceCharacteristics#shell.c#11279,shell.c,11279,4,1,14
apndFetch#shell.c#11304,shell.c,11304,8,1,14
apndWrite#shell.c#11215,shell.c,11215,30,2,17
apndFileControl#shell.c#11262,shell.c,11262,95032,3421,4002
apndUnlock#shell.c#11252,shell.c,11252,4,1,14
apndShmUnmap#shell.c#11299,shell.c,11299,4,1,14
apndFileSize#shell.c#11241,shell.c,11241,5,1,14
apndShmMap#shell.c#11284,shell.c,11284,4,1,14
apndSync#shell.c#11236,shell.c,11236,4,1,14
apndUnfetch#shell.c#11313,shell.c,11313,5,1,14
apndLock#shell.c#11247,shell.c,11247,4,1,14
apnd_io_methods#shell.c#11183,shell.c,11183,95032,3421,4002
vfstraceDlSym#shell.c#15407,shell.c,15407,0,0,4
recover_g#shell.c#17470,shell.c,17470,0,0,147
